"","animals_name","number_of_pets","name_length"
"4248","Garfield James Beach",1,20
"4249","GarfieldTheRunt",1,15
"4250","Garfunkel",1,9
"4251","Garnet",2,6
"4252","Garou",1,5
"4253","Garret",1,6
"4254","Garrett",2,7
"4255","Garrison",2,8
"4256","Garrus",2,6
"4257","Garth",1,5
"4258","Garvey",1,6
"4259","Gary",5,4
"4260","GARY",1,4
"4261","Gary IV",1,7
"4262","Gary Oak",1,8
"4263","Gaspode",2,7
"4264","Gaston",4,6
"4265","Gata",1,4
"4266","Gatita",2,6
"4267","Gato",6,4
"4268","Gator",6,5
"4269","Gatsby",10,6
"4270","GATSBY",1,6
"4271","Gatwick",1,7
"4272","Gaudi",1,5
"4273","Gavel",1,5
"4274","Gavin",4,5
"4275","Gavy",1,4
"4276","Gazelle",1,7
"4277","Gazpacho",1,8
"4278","Gea",1,3
"4279","Gear",1,4
"4280","Gecko",1,5
"4281","Geddy",1,5
"4282","Geddy Lee",1,9
"4283","Gedeon",1,6
"4284","Geeb",1,4
"4285","Geely",1,5
"4286","Geeta",1,5
"4287","Geeves",1,6
"4288","Geisha",2,6
"4289","Gelato",1,6
"4290","Gelo",1,4
"4291","Gem",5,3
"4292","Gemma",19,5
"4293","Gemma Conn",1,10
"4294","Gemmi",1,5
"4295","Geneieve",1,8
"4296","Genepi",1,6
"4297","Genesis",1,7
"4298","Genevieve",2,9
"4299","Genevive",1,8
"4300","Genghis",3,7
"4301","Genghis Khan",1,12
"4302","Genji",2,5
"4303","Genji Umali",1,11
"4304","Genki",1,5
"4305","Gennie",1,6
"4306","Geno",1,4
"4307","Genoa",2,5
"4308","Genoise",1,7
"4309","Gentleman Jack",1,14
"4310","Geo",1,3
"4311","Geofferson",1,10
"4312","Geoffrey",3,8
"4313","Geordi",1,6
"4314","Geordie",1,7
"4315","Georga Brown",1,12
"4316","George",99,6
"4317","George Bailey",1,13
"4318","George Booker",1,13
"4319","George Clooney",1,14
"4320","George Franklin",1,15
"4321","George Michael",2,14
"4322","George Roth",1,11
"4323","George Smiley",1,13
"4324","Georgia",35,7
"4325","Georgia Blue",1,12
"4326","Georgia Campbell",1,16
"4327","Georgia O’Teeffe",1,16
"4328","Georgia Rae",2,11
"4329","Georgie",38,7
"4330","Georgie Britton",1,15
"4331","Georgina",1,8
"4332","Georgina Lyla",1,13
"4333","Gerald",2,6
"4334","Geraldine",1,9
"4335","Geralt",1,6
"4336","Gerda",1,5
"4337","Gerhardt",1,8
"4338","Geronimo",3,8
"4339","Gerrit",1,6
"4340","Gertie",12,6
"4341","Gertie James",1,12
"4342","Gertrude",3,8
"4343","Gg",1,2
"4344","GG",1,2
"4345","Ghibli",1,6
"4346","Ghillie",1,7
"4347","Ghingher",1,8
"4348","Ghirardelli",1,11
"4349","Ghleo",1,5
"4350","Ghost",9,5
"4351","Ghost Penguin",1,13
"4352","Ghostbuster",1,11
"4353","Ghostface Killah",1,16
"4354","Gia",5,3
"4355","Gia Clark",1,9
"4356","Gialla",1,6
"4357","Gianna",1,6
"4358","Gianni",1,6
"4359","Gibbd",1,5
"4360","Gibbons",1,7
"4361","Gibbs",7,5
"4362","Gibby",1,5
"4363","Giblet",2,6
"4364","Gibs'n",1,6
"4365","Gibson",10,6
"4366","Gideon",3,6
"4367","Gidget",11,6
"4368","Gidget Lovecraft",1,16
"4369","Gidjit",1,6
"4370","Gifford",2,7
"4371","Gigabyte",1,8
"4372","Giget",1,5
"4373","Giggsy",2,6
"4374","Gigi",30,4
"4375","GiGi",3,4
"4376","Gigi Bella",1,10
"4377","Gigio",1,5
"4378","Gilah",1,5
"4379","Gilbert",11,7
"4380","Gilda",7,5
"4381","Gilderoy",1,8
"4382","Giles",1,5
"4383","Gillian",2,7
"4384","Gillie",1,6
"4385","Gilligan",5,8
"4386","Gilly",5,5
"4387","Gilraen",1,7
"4388","Gimbap",1,6
"4389","Gimlet",1,6
"4390","Gimli",7,5
"4391","Gin",1,3
"4392","Gina",6,4
"4393","Gina Marie",1,10
"4394","Ginge",1,5
"4395","Ginger",142,6
"4396","Ginger Ale",1,10
"4397","Ginger Belle",1,12
"4398","Ginger Chanel O'Brien Spletz-Kauff",1,34
"4399","Ginger Gomez",1,12
"4400","Ginger Lee",1,10
"4401","Ginger McKay",1,12
"4402","Ginger O' Snap",1,14
"4403","Ginger Snap",1,11
"4404","Ginger Snickerdoodle",1,20
"4405","Gingerbread",3,11
"4406","Gingerlily",1,10
"4407","Gingersnap",2,10
"4408","GingerSnap",1,10
"4409","GinGin",1,6
"4410","Gingle",1,6
"4411","Ginkgo",1,6
"4412","Ginnie Woof",1,11
"4413","Ginny",16,5
"4414","Ginny Lee",1,9
"4415","Gino",2,4
"4416","Ginsberg",1,8
"4417","Ginsburg",2,8
"4418","Gintaras",1,8
"4419","Gioia",1,5
"4420","Giorgio",1,7
"4421","Giovanna",1,8
"4422","Giovanni",3,8
"4423","Gir",1,3
"4424","Gira",1,4
"4425","Giraffe",1,7
"4426","girl",7,4
"4427","Girl",1,4
"4428","Girl cat",1,8
"4429","Girl Cat",2,8
"4430","Girl Dave",1,9
"4431","Girl Kitty",1,10
"4432","Girl Scout",1,10
"4433","Girla",1,5
"4434","Girlfriend",2,10
"4435","Girlie",1,6
"4436","Girly",2,5
"4437","Giselle",1,7
"4438","Gissa",1,5
"4439","Gita",4,4
"4440","Gitzo",1,5
"4441","Giulia",1,6
"4442","Giuseppe",1,8
"4443","Giva",1,4
"4444","Gixxer",1,6
"4445","Giza",1,4
"4446","Gizmo",64,5
"4447","Gizmo Green",1,11
"4448","Gizmo Prescott",1,14
"4449","Gizzmo",1,6
"4450","Gizzy",1,5
"4451","Gjertrud",1,8
"4452","Glacier",3,7
"4453","Gladys",5,6
"4454","Gladys Grace",1,12
"4455","Glen",2,4
"4456","Glen Grunkman",1,13
"4457","Glinda",2,6
"4458","Glinka",1,6
"4459","Glitch",3,6
"4460","Glitter",2,7
"4461","Gloria",6,6
"4462","GloriA",1,6
"4463","Gloria Belle",1,12
"4464","Glory",4,5
"4465","Glosty",1,6
"4466","Glover",1,6
"4467","Glynn",1,5
"4468","Gmoney",1,6
"4469","Gnarles",1,7
"4470","Gnocchi",7,7
"4471","Gnomi",1,5
"4472","Goat",1,4
"4473","Gob",1,3
"4474","Gobi",5,4
"4475","goblin",1,6
"4476","Goblin",1,6
"4477","Gobo",2,4
"4478","Goddard",1,7
"4479","Goddess",1,7
"4480","Godric",1,6
"4481","Godrick",1,7
"4482","Godzilla",3,8
"4483","Goemon",1,6
"4484","Gogi",1,4
"4485","Gogo",2,4
"4486","Gogol",1,5
"4487","Goji",2,4
"4488","Gojiberry",1,9
"4489","Goku",5,4
"4490","Golda",1,5
"4491","Golden",1,6
"4492","Golden Boy",1,10
"4493","Golden Eyes",1,11
"4494","Goldendog Howard Junior (""Junior"")",1,34
"4495","Goldenrod",1,9
"4496","Goldie",12,6
"4497","Goldy",2,5
"4498","Goldy Gus",1,9
"4499","Goliath",2,7
"4500","Gollie",1,6
"4501","Goma",1,4
"4502","Gomba",1,5
"4503","Gomez",5,5
"4504","Gondar",1,6
"4505","Gonji",1,5
"4506","Gonzaga",1,7
"4507","Gonzo",3,5
"4508","Goob",1,4
"4509","Goochy",1,6
"4510","Good Dog Pearl",1,14
"4511","Goodie",1,6
"4512","Goofball",1,8
"4513","Goofy",2,5
"4514","Goose",19,5
"4515","Gooseberry",1,10
"4516","Goran",1,5
"4517","Gordo",2,5
"4518","Gordon",5,6
"4519","Gordon Whitefoot Hoffman",1,24
"4520","Gordy",4,5
"4521","Gorgeou$",1,8
"4522","Gorgeous",1,8
"4523","Gorgeous George",1,15
"4524","Goro",1,4
"4525","Gort",1,4
"4526","Gotti",5,5
"4527","Gouda",4,5
"4528","Goudy",1,5
"4529","Gougere",1,7
"4530","Governor",1,8
"4531","Gozer",2,5
"4532","Gozo",1,4
"4533","gr/wh",1,5
"4534","Grace",45,5
"4535","Grace Kelly",2,11
"4536","Graceful Gloria Rose",1,20
"4537","Gracey",2,6
"4538","Gracie",142,6
"4539","Gracie Anne",1,11
"4540","Gracie Belle",1,12
"4541","Gracie Chasen the Wind",1,22
"4542","Gracie Girl",1,11
"4543","Gracie Mae",3,10
"4544","Gracie Mansion",1,14
"4545","Graciegirl",1,10
"4546","Gracy",1,5
"4547","Gradka",1,6
"4548","Grady",8,5
"4549","Graeme",1,6
"4550","Graham",1,6
"4551","Gram",1,4
"4552","Gramsci",1,7
"4553","Granada",1,7
"4554","Grandma",1,7
"4555","Grandpa",1,7
"4556","Grandpaw",1,8
"4557","Granger",2,7
"4558","Granite",1,7
"4559","Granuaile",1,9
"4560","Grasshopper",1,11
"4561","Graviton",1,8
"4562","Gravy",1,5
"4563","Gray",1,4
"4564","Gray 1",1,6
"4565","Gray 2",1,6
"4566","Gray Cat",1,8
"4567","Gray Kitty",1,10
"4568","Gray Velvet",1,11
"4569","Grayce",1,6
"4570","Graycie",1,7
"4571","Grayden",1,7
"4572","Grayling",1,8
"4573","Graysie",1,7
"4574","Grayson",9,7
"4575","GraySun",1,7
"4576","Greg",2,4
"4577","Greggor",1,7
"4578","Gregoire",1,8
"4579","Gregor",2,6
"4580","Gregory",1,7
"4581","Gremlie",1,7
"4582","Gremlin",3,7
"4583","Gremy",1,5
"4584","Grendel",3,7
"4585","Gresham",1,7
"4586","Greta",24,5
"4587","Greta McGonagall Galactica Sunnydale Fugent",1,43
"4588","Gretchen",8,8
"4589","Gretchen Wieners",1,16
"4590","Grete",1,5
"4591","Gretel",5,6
"4592","Grettle",1,7
"4593","Gretyl",1,6
"4594","grey",1,4
"4595","Grey",3,4
"4596","Grey Ghost",2,10
"4597","Grey Kitty",2,10
"4598","Grey Lady",1,9
"4599","Grey Tea",1,8
"4600","Greydee",1,7
"4601","Greymalkin",1,10
"4602","Greyman",1,7
"4603","Greyson",3,7
"4604","Greysquirrel",1,12
"4605","Greystoke",1,9
"4606","Griff",2,5
"4607","Griffey",37,7
"4608","Griffin",20,7
"4609","Griffin Dino PhippsHull",1,23
"4610","Griffon",2,7
"4611","Griffonpoint Rhaegar",1,20
"4612","Griffy",2,6
"4613","Grigio",1,6
"4614","Grim",2,4
"4615","Grima",1,5
"4616","Grimlock",1,8
"4617","Grimm",2,5
"4618","Grindy",1,6
"4619","Gringo",1,6
"4620","Gris",1,4
"4621","Griswold",1,8
"4622","Grits",1,5
"4623","Griz",2,4
"4624","Grizzie",1,7
"4625","Grizzley",1,8
"4626","Grizzly",4,7
"4627","Grizzly Bear",1,12
"4628","Grohl",1,5
"4629","Gromit",3,6
"4630","Grommet",3,7
"4631","Gronk",1,5
"4632","Groot",5,5
"4633","Groovy",1,6
"4634","Groucho",6,7
"4635","Groucho Marks",1,13
"4636","Grover",11,6
"4637","Grr",1,3
"4638","Grrrly",1,6
"4639","Grumpy",2,6
"4640","Gryffin",2,7
"4641","Gryffin Pirri",1,13
"4642","Gryffindor",4,10
"4643","Gryphon",3,7
"4644","Guadalupe",1,9
"4645","Guage",1,5
"4646","guai guai",1,9
"4647","Guai Guai",1,9
"4648","Guano",1,5
"4649","Guanyin",1,7
"4650","Guapa - ""Livi""",1,14
"4651","Guapo",2,5
"4652","Gucci",7,5
"4653","Gucci Mane",1,10
"4654","Guero",2,5
"4655","Guido",3,5
"4656","Guillermo",1,9
"4657","Guiness",2,7
"4658","Guinness",24,8
"4659","Guinness St James Gate",1,22
"4660","Guiseppe",1,8
"4661","Guiseppi",1,8
"4662","Guizmo",1,6
"4663","Gulliver",2,8
"4664","Gum Drop",1,8
"4665","Gumba",1,5
"4666","Gumbo",4,5
"4667","Gumby",5,5
"4668","Gummy Bear",1,10
"4669","Gumo",1,4
"4670","Gump",1,4
"4671","Gunnar",8,6
"4672","Gunnar Gregory",1,14
"4673","Gunner",25,6
"4674","Gunter",2,6
"4675","Gunther",9,7
"4676","Guppy",3,5
"4677","Gurten",1,6
"4678","Gurtie",1,6
"4679","Guru",2,4
"4680","Gus",131,3
"4681","Gus Christina Elliott",1,21
"4682","Gus Gibbens",1,11
"4683","Gus Gus",2,7
"4684","Gus Gustafson",1,13
"4685","Gus Herzstein",1,13
"4686","Gus Samuelson-Haddad",1,20
"4687","Gus Simmelink",1,13
"4688","Gus T.T. Showbizz",1,17
"4689","Gus Tiger Bryant Richardson",1,27
"4690","Gusalina",1,8
"4691","GusGus",1,6
"4692","Gussie",3,6
"4693","Gustaf",1,6
"4694","Gustaphina",1,10
"4695","Gustav",5,6
"4696","Gustavo",2,7
"4697","Guster",4,6
"4698","Gusti",1,5
"4699","Gusto",2,5
"4700","Gustopher",1,9
"4701","Gusty",1,5
"4702","Guthrie",1,7
"4703","Guts",1,4
"4704","Guy",3,3
"4705","Guy Noir",3,8
"4706","Guzi",1,4
"4707","Gwen",7,4
"4708","Gwendolyn",3,9
"4709","Gwenevere",1,9
"4710","Gwennie",1,7
"4711","Gwinn",1,5
"4712","Gwynne",1,6
"4713","Gyoza",1,5
"4714","Gypsy",19,5
"4715","Gypsy Danger",2,12
"4716","Gypsy Rose",2,10
"4717","Gypsy Sphinx",1,12
"4718","Gyro",1,4
"4719","Gyumu",1,5
"4720","Gyzmo",1,5
"4721","HAAKON",1,6
"4722","Haas",1,4
"4723","Habibi",2,6
"4724","Habipti",1,7
"4725","Hachee",1,6
"4726","Hachi",8,5
"4727","Hachiko",2,7
"4728","Haddie",3,6
"4729","Haddison",1,8
"4730","Hadlee",1,6
"4731","Hadleigh",1,8
"4732","Hadley",2,6
"4733","HADLEY",1,6
"4734","Hadrian",1,7
"4735","Hadya",1,5
"4736","Hafiz",1,5
"4737","Hagen",2,5
"4738","Haggis",1,6
"4739","Haggis Blueberry Woodard",1,24
"4740","Hagrid",3,6
"4741","Haiku",2,5
"4742","Hailey",19,6
"4743","Haines",1,6
"4744","Hairy",1,5
"4745","Haji",1,4
"4746","Hajj",1,4
"4747","Haku",4,4
"4748","Hakusen",1,7
"4749","Halen",1,5
"4750","Haley",8,5
"4751","Haley James",1,11
"4752","Half Pint",1,9
"4753","Halftone",1,8
"4754","Hali",2,4
"4755","Halifax",1,7
"4756","Halle",3,5
"4757","Halley",2,6
"4758","Hallie",4,6
"4759","Halloween",2,9
"4760","Halo",6,4
"4761","Halsey",2,6
"4762","Halsted",1,7
"4763","Ham",1,3
"4764","Hamachi",1,7
"4765","Hamilton",9,8
"4766","Hamilton LeRoy",1,14
"4767","Hamish",4,6
"4768","Hamlet",3,6
"4769","Hammer",1,6
"4770","Hammy",2,5
"4771","Hampton",2,7
"4772","Han Solo",3,8
"4773","Hana",14,4
"4774","Hancho",1,6
"4775","Handsome",1,8
"4776","Handsome Bob",1,12
"4777","Handsome Jack",1,13
"4778","Hank",62,4
"4779","Hank Chao",1,9
"4780","Hank Hicks",1,10
"4781","Hank McCoy",1,10
"4782","Hank Thomas",1,11
"4783","Hanna",10,5
"4784","Hannah",28,6
"4785","Hannelore",1,9
"4786","Hans",7,4
"4787","Hansa",1,5
"4788","Hansel",6,6
"4789","Hansome",1,7
"4790","Hanson",2,6
"4791","Hanzee",1,6
"4792","Hanzo",1,5
"4793","Hap",1,3
"4794","Hapa",3,4
"4795","Hapoo",1,5
"4796","Happy",15,5
"4797","Happy Girl",1,10
"4798","Happy Toes",1,10
"4799","Hapuna",1,6
"4800","Harbor",2,6
"4801","Hardie",1,6
"4802","Hardy",1,5
"4803","Hari",1,4
"4804","Harken",1,6
"4805","Harker",1,6
"4806","Harlan",2,6
"4807","Harland",2,7
"4808","Harlee",2,6
"4809","Harlem",1,6
"4810","Harley",88,6
"4811","Harley Davidson",1,15
"4812","Harley Palmatier",1,16
"4813","Harley Quinn",1,12
"4814","Harleyquinn",1,11
"4815","HarLi",1,5
"4816","Harlie",1,6
"4817","Harlo",1,5
"4818","Harlow",6,6
"4819","Harlowe",1,7
"4820","Harmony",3,7
"4821","Harold",12,6
"4822","Harold James Potter",1,19
"4823","Haroun",1,6
"4824","Harper",35,6
"4825","Harper (Frieda)",1,15
"4826","Harpo",3,5
"4827","Harpo Buddha",1,12
"4828","Harriet",13,7
"4829","Harriett",4,8
"4830","Harris",1,6
"4831","Harrison",7,8
"4832","Harry",42,5
"4833","Harry Potter",1,12
"4834","Haru",6,4
"4835","Haruki",1,6
"4836","Harumi",1,6
"4837","Harvey",36,6
"4838","Harvin",1,6
"4839","Haseya",1,6
"4840","Hashbrown",1,9
"4841","Hashi",1,5
"4842","Haskell",1,7
"4843","Hass",1,4
"4844","Hasso",2,5
"4845","Hassy",1,5
"4846","Hastings",1,8
"4847","Hatcher",1,7
"4848","Hatchet",1,7
"4849","Hatchi",1,6
"4850","Hattie",11,6
"4851","Hattie Belle",1,12
"4852","Havana",3,6
"4853","Havilland",1,9
"4854","Havoc",1,5
"4855","Hawaii",1,6
"4856","Hawi",1,4
"4857","Hawk",3,4
"4858","Hawkeye",9,7
"4859","Hawks Champion",1,14
"4860","Hawthorne",1,9
"4861","Haxby",1,5
"4862","Hayat",1,5
"4863","Haydn",1,5
"4864","Hayes",1,5
"4865","Haylee",2,6
"4866","Hayley",3,6
"4867","Hayward",1,7
"4868","Haze",2,4
"4869","Hazel",58,5
"4870","Hazel Bean",1,10
"4871","Hazel Danovitz",1,14
"4872","Hazel Grace (Emma)",1,18
"4873","Hazel Gray",1,10
"4874","Hazel Koutsoumbas",1,17
"4875","Hazel Moon",1,10
"4876","Hazel Nut",1,9
"4877","Hazel Pi",1,8
"4878","Hazelnut",2,8
"4879","Hazy",1,4
"4880","He-Man",1,6
"4881","Healey",1,6
"4882","Heart",2,5
"4883","Heath",2,5
"4884","Heathcliff",1,10
"4885","Heather",5,7
"4886","Heather Joy Wise",1,16
"4887","Heathrow",1,8
"4888","Heaven",1,6
"4889","Hebo",1,4
"4890","Hecate",1,6
"4891","Hector",8,6
"4892","Hedda",1,5
"4893","Hedinger",1,8
"4894","Hedwig",2,6
"4895","Heera",1,5
"4896","Hefe",1,4
"4897","Hefeweizen",1,10
"4898","Heffley",1,7
"4899","Hei Hei",1,7
"4900","Heidi",23,5
"4901","Heihei",1,6
"4902","Heike",1,5
"4903","Heiku",1,5
"4904","Heimi",1,5
"4905","Heineken",1,8
"4906","Heinz",1,5
"4907","Heisenberg",1,10
"4908","Hekate",1,6
"4909","Hel",1,3
"4910","Helainora Sophia",1,16
"4911","Hele",1,4
"4912","Helen",4,5
"4913","Helena",1,6
"4914","Helene",2,6
"4915","Helios",1,6
"4916","Helix",1,5
"4917","Hella",1,5
"4918","Hellion",1,7
"4919","Hello Kitty",1,11
"4920","Helloise",1,8
"4921","Helmut",1,6
"4922","Helo",7,4
"4923","Hemi",4,4
"4924","Hemingway",4,9
"4925","Hemlock",1,7
"4926","Hemsworth",1,9
"4927","Hendra",1,6
"4928","Hendricks",1,9
"4929","Hendrix",5,7
"4930","Henley",7,6
"4931","Henna",3,5
"4932","Hennessy",3,8
"4933","Henni",1,5
"4934","Heno",1,4
"4935","Henri",14,5
"4936","Henrietta",5,9
"4937","Henrietta Rose",1,14
"4938","Henry",169,5
"4939","Henry David",1,11
"4940","Henry G.",1,8
"4941","Henry Hanig",1,11
"4942","Henry Hawkins",1,13
"4943","Henry Hermann Oswald the Firth",1,30
"4944","Henry Jackson",1,13
"4945","Henry Jane McGovern",1,19
"4946","Henry Miller Cat",1,16
"4947","Henry R Dog",1,11
"4948","Henry Rollins",1,13
"4949","Henry Tutuola",1,13
"4950","Hensley",1,7
"4951","Henson",1,6
"4952","Hephaestus",1,10
"4953","Her Ladyship Princess Penelope Peachfuzz Howe",1,45
"4954","Hera",6,4
"4955","Herb",1,4
"4956","Herbert",5,7
"4957","Herbie",4,6
"4958","Hercules",14,8
"4959","Herdy",2,5
"4960","Herman",5,6
"4961","Herman Muttster Skatrud",1,23
"4962","Hermes",5,6
"4963","Hermey",1,6
"4964","Hermi",1,5
"4965","Hermione",8,8
"4966","Hero",12,4
"4967","Hero Bell",1,9
"4968","Herschel",3,8
"4969","Herschel K Lucius",1,17
"4970","Hershel",2,7
"4971","Hershey",13,7
"4972","Herzog",1,6
"4973","Heshe",1,5
"4974","Hestia",2,6
"4975","Hetty",1,5
"4976","Hetty Lange",1,11
"4977","Hex",1,3
"4978","Hey Zeus",1,8
"4979","Heyokah",1,7
"4980","Hiccup",1,6
"4981","Hickory",1,7
"4982","Hideki",1,6
"4983","Hielo",1,5
"4984","Higgins",7,7
"4985","Higgs",3,5
"4986","Higgy",1,5
"4987","Hightop",1,7
"4988","Hilbert",1,7
"4989","Hilda",2,5
"4990","Hilde",1,5
"4991","Hildy",4,5
"4992","Hilga",1,5
"4993","Hillary",1,7
"4994","Hilo",5,4
"4995","Himba",1,5
"4996","Hime",3,4
"4997","Himhe",1,5
"4998","Hina",3,4
"4999","Hippo",1,5
"5000","Hippy",1,5
"5001","Hipster",1,7
"5002","Hiro",5,4
"5003","Hiro Protagonist",1,16
"5004","His Royal Highness, the Duke of Tacoma",1,38
"5005","Hitch",4,5
"5006","Hitchcock",1,9
"5007","Hitchens",1,8
"5008","Hito",1,4
"5009","Hjalmar",1,7
"5010","Ho Lan",1,6
"5011","Hobbes",29,6
"5012","Hobbes ""Little Man""",1,19
"5013","Hobbs",5,5
"5014","Hobee",1,5
"5015","Hobie",2,5
"5016","Hobie Cat",1,9
"5017","Hobo",1,4
"5018","Hoda",1,4
"5019","Hodie",1,5
"5020","Hogan",3,5
"5021","Hoho",1,4
"5022","Hoji",1,4
"5023","Hoko",1,4
"5024","Hoku",8,4
"5025","Hokulani",1,8
"5026","Hokule'a",1,8
"5027","Holden",3,6
"5028","Holden Pawfield",1,15
"5029","Holiday",2,7
"5030","Hollandaise",1,11
"5031","Hollie",1,6
"5032","Hollis",1,6
"5033","Holly",43,5
"5034","Hollywood",2,9
"5035","Holmes",3,6
"5036","Holt",1,4
"5037","Hombre",1,6
"5038","Homer",15,5
"5039","Homey",2,5
"5040","Homie",1,5
"5041","Homie G",1,7
"5042","Hommie",1,6
"5043","Hondo",1,5
"5044","Honee",1,5
"5045","Honey",41,5
"5046","Honey Badger",1,12
"5047","Honey Bee",1,9
"5048","Honey Dew",1,9
"5049","Honey Girl",2,10
"5050","Honey IV",1,8
"5051","Honey Kovalev",1,13
"5052","Honey McWaffles",1,15
"5053","Honey Ryder Thomas",1,18
"5054","Honey-Bea",1,9
"5055","Honeybee",1,8
"5056","Honeybelle",1,10
"5057","Honeybun",1,8
"5058","Honeycut",1,8
"5059","Honu",3,4
"5060","Honus",1,5
"5061","Hoo",1,3
"5062","Hooch",1,5
"5063","Hoodie",2,6
"5064","Hook",2,4
"5065","Hooley",1,6
"5066","Hooligan",1,8
"5067","Hoop",1,4
"5068","Hooper",1,6
"5069","Hoot",2,4
"5070","Hootie",1,6
"5071","Hoover",11,6
"5072","Hope",6,4
"5073","Hopi",2,4
"5074","Hopper",4,6
"5075","Hoppy",1,5
"5076","Hops",3,4
"5077","Hopscotch",1,9
"5078","Horatio",3,7
"5079","Horchata",2,8
"5080","Horse",1,5
"5081","Horseshack",1,10
"5082","Horton",1,6
"5083","Horty Who",1,9
"5084","Hoshi",7,5
"5085","Hoss",2,4
"5086","Hot Shot",1,8
"5087","Hoth",1,4
"5088","Hottie",1,6
"5089","Houdini",9,7
"5090","Houlihan",1,8
"5091","Houma",1,5
"5092","Hound Mixed",1,11
"5093","Houndsley",1,9
"5094","Houston",6,7
"5095","Howard",7,6
"5096","Howdy",1,5
"5097","Howie",10,5
"5098","Howl",1,4
"5099","Howlie",1,6
"5100","Hoya",2,4
"5101","Huanhuan",1,8
"5102","Huaso",1,5
"5103","Hubba Bubba",1,11
"5104","Hubble",1,6
"5105","Hubert",2,6
"5106","Huck",9,4
"5107","Huck Finn",1,9
"5108","Huckle",1,6
"5109","Huckle Bear",1,11
"5110","Huckleberry",14,11
"5111","Huckleberry Finn",1,16
"5112","Hudson",33,6
"5113","Huebert",1,7
"5114","Huesos",1,6
"5115","Huey",6,4
"5116","Hufflepuff",1,10
"5117","Huggie",1,6
"5118","Hugh",1,4
"5119","Hughey",1,6
"5120","Hugo",54,4
"5121","Hugo Ignatius J. Reilly Baehr",1,29
"5122","Hula",6,4
"5123","Hula Girl",1,9
"5124","Hula Madx",1,9
"5125","Hulahan",1,7
"5126","Hulk Hogan",1,10
"5127","Hulot",1,5
"5128","Hulu",1,4
"5129","Humble",1,6
"5130","Humboldt",1,8
"5131","Hummingbird",1,11
"5132","Humo",1,4
"5133","Humperdinnk",1,11
"5134","Humphrey",9,8
"5135","Hunca",1,5
"5136","Huncha",1,6
"5137","Huncut Hamupipoke",1,17
"5138","Hunley",1,6
"5139","Hunnie",1,6
"5140","Hunny",1,5
"5141","Hunt",1,4
"5142","Hunter",31,6
"5143","Hunter Dean Oughton",1,19
"5144","Huntley",1,7
"5145","Hurley",10,6
"5146","Huron",1,5
"5147","Hushi",1,5
"5148","Hushpuppy",1,9
"5149","Husky",2,5
"5150","Hutch",3,5
"5151","Hutch Pierce",1,12
"5152","Huxley",11,6
"5153","Huxley James Zwaagstra",1,22
"5154","Hwaitue (pronounce hi-two)",1,26
"5155","Hy",1,2
"5156","Hydro",1,5
"5157","Hypatia",2,7
"5158","Hyper",1,5
"5159","Hyra",1,4
"5160","I-Kat",1,5
"5161","Ianto",2,5
"5162","Iapetus",1,7
"5163","Ibb",1,3
"5164","Ibk",1,3
"5165","Iblis",1,5
"5166","Icarus",4,6
"5167","Ice Man",1,7
"5168","Iceberg",1,7
"5169","Iceman",1,6
"5170","IceMan",2,6
"5171","Icepick",1,7
"5172","Icey",1,4
"5173","Ichabod",1,7
"5174","Ichi",2,4
"5175","Ichigo",4,6
"5176","Ichigo Tiger",1,12
"5177","Ichiha",1,6
"5178","Ichiro",3,6
"5179","Icicle",1,6
"5180","Icky",1,4
"5181","Icy",2,3
"5182","Icyna",1,5
"5183","Ida",4,3
"5184","Idaho",2,5
"5185","IdaHoHo",1,7
"5186","Iddy",1,4
"5187","Idgie",1,5
"5188","Idina",2,5
"5189","Idly Arumugam Hino",1,18
"5190","Iga",1,3
"5191","Iggy",17,4
"5192","Iggy Bigtime",1,12
"5193","Iggy Pup",3,8
"5194","Ignatz",1,6
"5195","Ignis",1,5
"5196","Igor",2,4
"5197","Ike",14,3
"5198","Ikegami",1,7
"5199","Iker",1,4
"5200","Ikey",1,4
"5201","Ila",1,3
"5202","Ilena Little",1,12
"5203","Ili",1,3
"5204","Illy",1,4
"5205","Ilsa",6,4
"5206","Ilsa Embrey",1,11
"5207","Ilse",1,4
"5208","Ima",1,3
"5209","Imara",1,5
"5210","Imber",1,5
"5211","Imita",1,5
"5212","Imma",1,4
"5213","Imo",1,3
"5214","Imogen",1,6
"5215","Impact",1,6
"5216","Imperator Furriosa",1,18
"5217","Ina",1,3
"5218","Inara",2,5
"5219","Inari",1,5
"5220","Inca",2,4
"5221","Indi",4,4
"5222","India",7,5
"5223","Indiana",9,7
"5224","Indiana Jones",3,13
"5225","Indiana Jones Snapper",1,21
"5226","Indianna",1,8
"5227","Indica",1,6
"5228","Indie",15,5
"5229","Indigo",7,6
"5230","Indio",1,5
"5231","Indu",1,4
"5232","Indy",19,4
"5233","Inez",2,4
"5234","Inga",1,4
"5235","Ingmar",1,6
"5236","Ingrid",2,6
"5237","Inidoo",1,6
"5238","Ink",2,3
"5239","Inka",2,4
"5240","Inky",12,4
"5241","Inky Jinx",1,9
"5242","Inky-Dinky Doo",1,14
"5243","Inqui",1,5
"5244","Inukshuk",1,8
"5245","Io",3,2
"5246","Iota",1,4
"5247","Ipa",1,3
"5248","Ipo",1,3
"5249","Ira",2,3
"5250","Ira Eri",1,7
"5251","Ireland",1,7
"5252","Irem",1,4
"5253","Irene",1,5
"5254","Irie",1,4
"5255","Iris",19,4
